DATE,HOME_TEAM,AWAY_TEAM,HOME_GOALS,AWAY_GOALS,EXPECTED_GOALS_HOME,EXPECTED_GOALS_AWAY,TEAM_POSSESION_HOME,TEAM_POSSESION_AWAY,TOTAL_SHOTS_HOME,TOTAL_SHOTS_AWAY,SHOTS_ON_TARGET_HOME,SHOTS_ON_TARGET_AWAY,BIG_CHANCES_HOME,BIG_CHANCES AWAY,CORNERS_HOME,CORNERS_AWAY,%_PASSES_SUCCEED_HOME,%_PASSES_SUCCEED_AWAY,EXPECTED_GOALS_REMATES_À_BALIZA_HOME,EXPECTED_GOALS_REMATES_À_BALIZA_AWAY,SHOTS_OF_TARGET_HOME,SHOTS_OF_TARGET_AWAY,BLOCKED_SHOTS_HOME,BLOCKED_SHOTS_AWAY,SHOTS_INSIDE_THE_BOX_HOME,SHOTS_INSIDE_THE_BOX_AWAY,SHOTS_OUTSIDE_THE_BOX_HOME,SHOTS_OUTSIDE_THE_BOX_AWAY,SHOTS_AT_CROSSBAR_HOME,SHOTS_AT_CROSSBAR_AWAY,TOUCHES_IN_THE_OPPOSITION_AREA_HOME,TOUCHES_IN_THE_OPPOSITION_AREA_AWAY,ACCURATE_DEEP_PASSES_HOME,ACCURATE_DEEP_PASSES_AWAY,OFFSIDES_HOME,OFFSIDES_AWAY,FREE_KICK_HOME,FREE_KICK_AWAY,%_LONG_PASSES_HOME,%_LONG_PASSES_AWAY,%_PASSES_FINAL_THIRD_HOME,%_PASSES_FINAL_THIRD_AWAY,%_CROSSES_HOME,%_CROSSES_AWAY,EXPECTED_ASSISTS_HOME,EXPECTED_ASSISTS_AWAY,THROWS_HOME,THROWS_AWAY,FOULS_HOME,FOULS_AWAY,%_TACKLES_HOME,%_TACKLES_AWAY,DUELS_WON_HOME,DUELS_WON_AWAY,CLEARENCES_HOME,CLEARENCES_AWAY,INTERCEPTIONS_HOME,INTERCEPTIONS_AWAY,ERRORS_THAT_LEAD_TO_SHOTS_HOME,ERRORS_THAT_LEAD_TO_SHOTS_AWAY,ERROS_THAT_LEAD_TO_GOAL_HOME,ERROS_THAT_LEAD_TO_GOAL_AWAY,EXPECTED_GOALS_ON_TARGET_FACED_HOME,EXPECTED_GOALS_ON_TARGET_FACED_AWAY,GOLS_PREVENTED_HOME,GOLS_PREVENTED_AWAY
24-08-2025,Heerenveen,Twente,1,2,2.39,2.02,55%,45%,18,9,3,5,5,3,7,4,82%,75%,1.44,1.49,6,3,9,1,11,5,7,4,0,0,32,19,0,1,3,1,19,10,56%,38%,69%,59%,32%,0%,2.61,0.84,16,21,10,19,92%,65%,63,56,20,29,11,9,1,0,0,0,1.49,1.44,-0.51,0.44
23-08-2025,Telstar,FC Volendam,2,2,1.83,0.47,48%,52%,18,10,9,6,5,1,4,6,79%,78%,2.23,2.14,6,1,3,3,14,6,4,4,1,0,37,24,1,0,3,0,11,8,52%,40%,76%,57%,17%,19%,0.93,0.52,17,24,10,11,62%,67%,47,50,39,30,7,7,0,0,0,0,2.14,2.23,0.14,0.23
23-08-2025,PSV,Groningen,4,2,2.48,1.32,66%,34%,23,17,7,6,4,1,6,4,87%,74%,2.74,1.75,7,4,9,7,17,11,6,6,1,0,37,26,1,0,0,1,11,11,51%,43%,76%,50%,40%,42%,1.29,0.75,24,22,11,11,56%,56%,64,53,19,24,8,5,3,0,1,0,1.75,2.74,-0.25,-1.26
23-08-2025,G.A. Eagles,Sparta Rotterdam,0,3,2.60,1.71,68%,32%,19,13,6,5,4,3,12,1,88%,76%,1.35,1.80,10,6,3,2,14,10,5,3,0,0,35,21,0,1,3,1,7,6,51%,43%,78%,66%,21%,14%,1.90,1.21,14,5,6,8,80%,69%,28,47,11,45,7,6,0,0,0,0,1.80,1.35,-1.20,1.35
17-08-2025,Breda,Sittard,2,1,1.89,0.75,38%,62%,14,10,6,4,2,1,4,5,80%,84%,1.85,1.22,6,2,2,4,9,6,5,4,1,0,22,23,0,0,2,0,15,8,44%,33%,70%,69%,44%,13%,1.56,0.83,17,21,8,15,69%,71%,48,41,40,13,10,5,0,1,0,0,1.22,1.85,0.22,-0.15
17-08-2025,FC Volendam,Alkmaar,2,2,0.45,1.40,34%,66%,8,19,3,3,2,3,3,4,77%,90%,0.57,1.73,3,7,2,9,6,11,2,8,0,0,17,45,0,0,2,0,10,10,46%,67%,63%,81%,15%,32%,0.40,2.09,11,13,10,10,43%,55%,36,43,23,20,12,6,0,0,1,2,1.73,0.57,-0.27,-1.43
17-08-2025,Sparta Rotterdam,Utrecht,2,1,1.35,1.27,45%,55%,15,20,5,5,1,1,5,6,78%,86%,1.89,1.55,3,7,7,8,9,11,6,9,0,0,23,27,3,0,0,4,9,9,43%,60%,55%,81%,14%,31%,0.97,1.29,17,24,9,11,50%,43%,54,47,42,21,11,10,1,0,0,0,1.55,1.89,0.55,-0.11
17-08-2025,Twente,PSV,0,2,0.91,1.72,50%,50%,19,15,4,4,0,3,8,6,75%,82%,0.71,0.88,6,7,9,4,13,10,6,5,0,2,30,24,0,0,1,3,12,9,36%,55%,64%,71%,14%,23%,0.59,1.72,22,24,10,12,76%,80%,51,62,14,51,8,12,1,1,0,0,0.88,0.71,-0.12,0.71
17-08-2025,G.A. Eagles,Ajax,2,2,0.66,1.76,48%,52%,9,22,4,11,2,4,6,9,85%,89%,1.57,2.65,2,7,3,4,5,17,4,5,0,0,22,42,1,0,2,2,10,9,41%,33%,68%,87%,15%,20%,1.38,1.26,16,7,9,12,55%,69%,41,35,16,29,2,13,1,0,1,1,2.65,1.57,0.65,-0.43
16-08-2025,Groningen,Heerenveen,2,1,0.80,2.16,54%,46%,8,16,5,5,1,3,3,8,74%,69%,1.17,1.60,3,7,0,4,5,13,3,3,0,1,22,25,1,0,1,2,15,8,41%,44%,53%,58%,25%,21%,0.83,0.79,27,28,9,15,73%,58%,61,69,23,31,8,4,2,2,0,1,1.60,1.17,0.60,-0.83
