DATE,HOME_TEAM,AWAY_TEAM,HOME_GOALS,AWAY_GOALS,EXPECTED_GOALS_HOME,EXPECTED_GOALS_AWAY,TEAM_POSSESION_HOME,TEAM_POSSESION_AWAY,TOTAL_SHOTS_HOME,TOTAL_SHOTS_AWAY,SHOTS_ON_TARGET_HOME,SHOTS_ON_TARGET_AWAY,BIG_CHANCES_HOME,BIG_CHANCES AWAY,CORNERS_HOME,CORNERS_AWAY,%_PASSES_SUCCEED_HOME,%_PASSES_SUCCEED_AWAY,EXPECTED_GOALS_REMATES_À_BALIZA_HOME,EXPECTED_GOALS_REMATES_À_BALIZA_AWAY,SHOTS_OF_TARGET_HOME,SHOTS_OF_TARGET_AWAY,BLOCKED_SHOTS_HOME,BLOCKED_SHOTS_AWAY,SHOTS_INSIDE_THE_BOX_HOME,SHOTS_INSIDE_THE_BOX_AWAY,SHOTS_OUTSIDE_THE_BOX_HOME,SHOTS_OUTSIDE_THE_BOX_AWAY,SHOTS_AT_CROSSBAR_HOME,SHOTS_AT_CROSSBAR_AWAY,TOUCHES_IN_THE_OPPOSITION_AREA_HOME,TOUCHES_IN_THE_OPPOSITION_AREA_AWAY,ACCURATE_DEEP_PASSES_HOME,ACCURATE_DEEP_PASSES_AWAY,OFFSIDES_HOME,OFFSIDES_AWAY,FREE_KICK_HOME,FREE_KICK_AWAY,%_LONG_PASSES_HOME,%_LONG_PASSES_AWAY,%_PASSES_FINAL_THIRD_HOME,%_PASSES_FINAL_THIRD_AWAY,%_CROSSES_HOME,%_CROSSES_AWAY,EXPECTED_ASSISTS_HOME,EXPECTED_ASSISTS_AWAY,THROWS_HOME,THROWS_AWAY,FOULS_HOME,FOULS_AWAY,%_TACKLES_HOME,%_TACKLES_AWAY,DUELS_WON_HOME,DUELS_WON_AWAY,CLEARENCES_HOME,CLEARENCES_AWAY,INTERCEPTIONS_HOME,INTERCEPTIONS_AWAY,ERRORS_THAT_LEAD_TO_SHOTS_HOME,ERRORS_THAT_LEAD_TO_SHOTS_AWAY,ERROS_THAT_LEAD_TO_GOAL_HOME,ERROS_THAT_LEAD_TO_GOAL_AWAY,EXPECTED_GOALS_ON_TARGET_FACED_HOME,EXPECTED_GOALS_ON_TARGET_FACED_AWAY,GOLS_PREVENTED_HOME,GOLS_PREVENTED_AWAY
03-08-2025,Fluminense,Gremio,1,0,1.60,0.38,55%,45%,9,9,1,0,3,0,6,4,82%,79%,0.91,0.00,5,5,3,4,6,4,3,5,1,0,22,19,2,0,0,1,16,11,52%,53%,70%,67%,23%,25%,0.88,0.62,16,17,11,16,70%,61%,68,52,15,25,12,4,1,0,0,0,0.00,0.91,0.00,-0.09
02-08-2025,Mirassol,Vasco,3,2,1.13,1.35,39%,61%,13,11,4,6,2,2,4,4,83%,90%,1.50,2.07,5,3,4,2,7,6,6,5,0,0,15,16,0,0,1,0,14,12,55%,61%,73%,83%,23%,15%,1.25,1.08,13,16,12,14,60%,50%,45,36,20,25,5,14,1,0,0,2,2.07,1.50,0.07,-1.50
02-08-2025,Sport Recife,Bahia,0,0,0.45,0.97,34%,66%,5,14,1,2,2,0,3,6,78%,85%,0.10,0.37,4,10,0,2,3,10,2,4,0,0,14,25,1,1,1,0,8,12,26%,47%,58%,76%,27%,22%,0.46,0.87,27,23,12,8,57%,85%,42,51,36,24,17,8,1,0,0,0,0.37,0.10,0.37,0.10
30-07-2025,Gremio,Fortaleza,2,1,2.79,1.51,41%,59%,10,12,4,3,4,2,2,5,77%,84%,2.02,2.25,4,5,2,4,8,6,2,6,0,1,17,18,1,0,0,1,26,24,50%,54%,64%,69%,43%,10%,0.45,0.28,18,13,24,26,53%,71%,73,60,22,11,12,7,0,0,0,0,2.25,2.02,1.25,-0.03
28-07-2025,Flamengo,Atletico-MG,1,0,0.82,1.12,61%,39%,16,13,6,5,1,2,5,7,89%,79%,1.05,0.74,3,6,7,2,7,7,9,6,0,1,16,14,1,0,0,2,14,18,71%,47%,77%,70%,25%,18%,1.09,0.57,11,14,18,14,82%,53%,55,55,28,25,6,14,1,0,0,0,0.74,1.05,0.74,0.05
27-07-2025,Bahia,Juventude,3,0,2.19,0.16,66%,34%,17,3,8,0,6,0,2,1,90%,86%,1.75,0.00,5,2,4,1,8,2,9,1,0,1,31,5,1,0,1,1,15,18,66%,60%,80%,75%,19%,10%,1.21,0.15,16,16,18,15,77%,53%,43,49,9,27,14,12,0,1,0,0,0.00,1.75,0.00,-1.25
27-07-2025,Internacional,Vasco,1,1,1.42,0.99,56%,44%,27,15,8,5,4,2,10,5,88%,84%,1.63,1.11,4,4,15,6,13,7,14,8,3,0,28,11,0,2,3,1,14,10,44%,40%,79%,75%,22%,28%,0.96,1.14,25,17,10,14,64%,82%,44,47,21,44,8,15,0,0,0,1,1.11,1.63,0.11,0.63
27-07-2025,Cruzeiro,Ceara,1,2,1.38,0.64,64%,36%,16,9,4,3,1,2,10,3,85%,79%,1.55,0.50,7,3,5,3,8,5,8,4,0,0,26,7,1,0,0,4,11,8,55%,52%,74%,57%,13%,25%,1.10,0.37,17,14,8,11,71%,71%,44,38,14,41,5,12,0,0,0,1,0.50,1.55,-1.50,0.53
27-07-2025,Sao Paulo,Fluminense,3,1,2.25,0.30,47%,53%,15,7,9,1,4,0,7,3,84%,89%,3.53,0.57,3,3,3,3,9,3,6,4,0,0,18,9,1,0,3,0,11,13,28%,47%,63%,75%,31%,15%,1.29,0.39,20,24,13,11,76%,80%,57,39,23,25,11,6,0,0,0,0,0.57,3.53,-0.43,0.53
27-07-2025,Palmeiras,Gremio,1,0,0.57,0.39,61%,39%,10,5,3,3,0,3,2,3,88%,81%,0.66,0.65,5,1,2,1,6,3,4,2,0,0,15,9,0,0,0,1,21,20,51%,39%,76%,51%,30%,10%,0.57,0.51,21,17,20,21,65%,61%,56,59,17,23,6,10,0,0,0,0,0.65,0.66,0.65,-0.34
26-07-2025,Botafogo RJ,Corinthians,1,1,0.78,0.74,56%,44%,11,11,3,4,1,1,6,2,88%,85%,1.54,1.39,4,4,4,3,5,6,6,5,0,0,32,15,1,1,1,1,14,20,59%,53%,81%,72%,26%,14%,1.54,0.82,11,19,20,14,82%,60%,49,45,16,36,16,11,1,0,0,0,1.39,1.54,0.39,0.54
26-07-2025,Fortaleza,RB Bragantino,3,1,2.35,0.75,42%,58%,21,10,9,4,4,2,9,5,83%,82%,3.37,1.12,6,3,6,3,14,7,7,3,0,0,24,20,1,1,1,2,13,16,63%,56%,67%,58%,46%,38%,1.60,0.95,16,24,16,13,71%,45%,62,60,20,13,11,3,0,1,0,1,1.12,3.37,0.12,0.11
26-07-2025,Mirassol,Vitoria,1,1,1.74,1.62,50%,50%,15,16,7,7,3,3,8,5,82%,82%,1.45,1.79,4,7,4,2,11,10,4,6,1,2,31,23,1,0,0,1,14,12,44%,47%,76%,72%,35%,31%,2.13,0.41,18,14,12,14,62%,75%,40,41,26,32,7,2,0,0,0,0,1.79,1.45,0.79,0.45
26-07-2025,Sport Recife,Santos,2,2,1.92,0.76,41%,59%,17,9,5,5,3,2,4,3,81%,86%,1.37,1.27,7,1,5,3,13,6,3,3,1,0,36,27,1,0,4,3,17,24,53%,58%,74%,73%,24%,24%,1.51,0.81,12,12,24,17,59%,60%,51,48,20,21,6,7,0,1,0,1,1.27,1.37,-0.73,0.37
24-07-2025,Juventude,Sao Paulo,0,1,0.30,1.00,37%,63%,8,16,0,3,0,1,4,8,78%,89%,0.00,1.94,4,6,4,7,4,9,4,7,0,0,13,20,0,1,0,0,12,15,48%,53%,60%,83%,24%,23%,0.28,1.79,24,27,15,12,54%,31%,38,42,31,29,5,5,1,0,0,0,1.94,0.00,0.94,0.00
24-07-2025,RB Bragantino,Flamengo,1,2,0.99,0.75,37%,63%,10,14,2,6,2,1,2,3,81%,89%,1.72,1.15,6,5,2,3,7,6,3,8,1,0,9,24,1,0,2,3,18,11,56%,62%,76%,81%,44%,17%,0.51,0.92,17,27,11,18,62%,67%,53,53,27,7,6,7,0,1,0,0,1.15,1.72,-0.85,0.72
24-07-2025,Santos,Internacional,1,2,2.24,2.50,65%,35%,21,11,7,4,3,3,8,2,89%,74%,1.81,2.76,10,6,4,1,13,9,8,2,3,0,26,22,1,2,1,0,12,17,62%,39%,82%,70%,15%,50%,1.29,1.09,20,22,17,12,52%,75%,61,58,13,38,9,3,1,0,1,0,2.76,1.81,0.76,1.25
24-07-2025,Vitoria,Sport Recife,2,2,2.88,1.92,48%,52%,27,20,12,9,4,4,6,10,87%,86%,2.01,3.24,9,7,6,4,18,15,8,5,1,0,32,32,0,1,1,1,16,12,63%,67%,78%,71%,40%,31%,2.20,1.31,15,15,12,16,75%,59%,57,55,30,38,6,10,0,0,0,0,3.24,2.01,1.24,0.01
23-07-2025,Corinthians,Cruzeiro,0,0,0.32,0.95,48%,52%,7,14,4,4,0,2,4,2,79%,82%,0.30,0.37,2,5,1,5,4,8,3,6,0,0,16,14,0,0,2,1,17,19,58%,42%,65%,64%,21%,33%,0.61,0.55,20,29,19,17,76%,50%,48,53,29,20,14,14,0,0,0,0,0.37,0.30,0.37,0.30
23-07-2025,Ceara,Mirassol,0,2,0.84,0.33,56%,44%,21,4,7,3,0,0,14,6,87%,81%,1.87,1.05,8,0,6,1,14,4,8,0,0,0,30,10,1,0,1,1,10,13,67%,38%,82%,57%,29%,9%,1.01,0.16,22,23,13,10,48%,47%,65,46,16,60,9,7,0,0,1,0,1.05,1.87,-0.95,1.87
23-07-2025,Fluminense,Palmeiras,1,2,1.76,1.60,54%,46%,17,9,1,5,2,4,5,3,83%,86%,0.99,1.30,6,1,10,3,11,8,6,1,0,0,33,14,0,0,0,1,15,13,46%,46%,69%,62%,28%,29%,1.96,0.54,20,15,13,15,52%,78%,62,44,23,31,3,12,0,0,2,0,1.30,0.99,-0.70,-0.01
20-07-2025,Flamengo,Fluminense,1,0,0.59,0.22,66%,34%,9,6,3,2,2,0,8,3,89%,78%,1.20,0.11,4,3,2,1,6,2,3,4,0,0,15,6,0,0,1,2,6,14,70%,37%,77%,57%,14%,18%,0.37,0.19,15,16,14,6,50%,80%,32,55,14,25,7,7,0,0,0,0,0.11,1.20,0.11,0.14
20-07-2025,Palmeiras,Atletico-MG,3,2,1.89,0.29,58%,42%,18,6,7,3,3,0,9,0,82%,76%,2.54,1.00,5,3,6,0,7,0,11,6,0,0,22,0,0,0,1,0,16,22,60%,48%,67%,43%,32%,0%,2.36,0.04,21,17,22,16,70%,77%,56,53,9,24,5,8,0,1,0,1,1.00,2.54,-1.00,0.54
20-07-2025,Sport Recife,Botafogo RJ,0,1,1.18,0.83,41%,59%,12,13,5,5,0,2,6,4,80%,85%,1.27,1.50,6,7,1,1,8,7,4,6,0,0,15,22,0,0,1,1,10,12,45%,51%,66%,74%,35%,33%,1.27,0.66,17,27,12,10,56%,72%,55,59,23,16,20,5,1,1,0,0,1.50,1.27,0.50,1.27
20-07-2025,Cruzeiro,Juventude,4,0,2.87,0.31,48%,52%,16,6,7,1,4,0,8,3,85%,82%,3.08,0.00,7,4,2,1,13,4,3,2,0,0,30,8,0,0,1,0,10,15,54%,56%,74%,55%,12%,9%,0.63,0.23,23,20,15,10,59%,92%,39,45,17,26,4,4,1,0,0,0,0.06,3.08,0.06,-0.92
20-07-2025,Vitoria,RB Bragantino,1,0,0.24,1.25,28%,72%,9,15,2,3,2,2,2,5,72%,87%,0.60,0.12,4,8,3,4,4,11,5,4,0,0,7,28,0,0,2,0,13,18,22%,60%,60%,75%,21%,31%,0.25,1.13,16,15,18,13,64%,42%,54,61,43,15,11,7,2,0,0,0,0.12,0.60,0.12,-0.40
20-07-2025,Internacional,Ceara,1,0,1.05,0.57,47%,53%,9,10,4,3,3,1,7,5,82%,83%,0.92,0.24,3,4,2,3,7,7,2,3,1,2,23,18,2,0,4,5,6,14,51%,44%,73%,64%,16%,30%,1.31,0.75,19,30,14,6,58%,77%,36,57,34,30,10,6,0,0,0,0,0.24,0.92,0.24,-0.08
20-07-2025,Sao Paulo,Corinthians,2,0,1.61,1.60,48%,52%,16,9,3,3,4,2,6,5,83%,86%,1.17,1.22,7,4,6,2,10,6,6,3,0,0,25,10,0,0,0,0,9,18,43%,49%,68%,73%,12%,25%,0.41,0.58,19,20,18,9,77%,100%,35,38,22,24,7,13,0,0,0,0,1.22,1.17,1.22,-0.83
19-07-2025,Mirassol,Santos,3,0,1.63,0.57,43%,57%,18,8,10,0,4,2,9,2,86%,86%,2.45,0.00,3,6,5,2,8,4,10,4,0,0,23,23,0,0,3,2,10,15,73%,47%,75%,80%,23%,27%,0.78,0.70,20,15,15,10,64%,67%,39,54,21,29,7,7,1,0,0,0,0.00,2.45,0.00,-0.55
19-07-2025,Vasco,Gremio,1,1,2.05,0.83,64%,36%,31,9,7,4,2,2,12,2,89%,77%,1.74,0.90,12,4,12,1,15,5,16,4,1,1,29,6,0,0,1,1,15,16,71%,41%,79%,65%,16%,38%,1.05,0.54,22,17,16,15,67%,64%,46,50,7,39,8,11,0,1,0,0,0.90,1.74,-0.10,0.63
19-07-2025,Fortaleza,Bahia,1,1,1.39,2.18,36%,64%,15,17,2,4,3,5,9,3,74%,86%,0.78,1.16,8,9,5,4,10,12,5,5,1,1,24,30,0,0,3,2,6,16,30%,56%,62%,74%,17%,28%,1.01,1.26,11,16,16,6,40%,43%,41,60,20,32,7,5,1,1,0,0,1.16,0.78,0.16,-0.22
17-07-2025,Fluminense,Cruzeiro,0,2,1.60,0.81,69%,31%,28,8,6,5,0,2,7,2,91%,78%,0.15,1.62,16,3,6,0,20,7,8,1,3,0,51,15,2,1,0,2,13,12,65%,31%,85%,71%,21%,17%,2.18,0.54,22,7,12,13,75%,56%,44,49,9,55,6,10,1,1,0,0,1.62,0.15,-0.38,0.15
17-07-2025,Botafogo RJ,Vitoria,0,0,1.83,0.14,65%,35%,23,9,8,1,4,0,6,5,89%,80%,1.23,0.05,11,5,4,3,17,2,6,7,2,0,33,5,3,0,1,1,19,10,63%,39%,81%,67%,30%,14%,2.03,0.22,15,14,10,19,82%,50%,57,40,18,45,4,11,0,0,0,0,0.05,1.23,0.05,1.23
17-07-2025,RB Bragantino,Sao Paulo,2,2,0.87,1.34,48%,52%,17,14,3,5,1,4,6,4,86%,88%,0.76,1.87,7,7,7,2,8,10,9,4,0,0,25,26,0,0,0,0,18,11,70%,67%,78%,84%,25%,16%,0.93,1.62,24,25,11,18,70%,65%,50,43,25,33,7,12,0,0,0,0,1.87,0.76,-0.13,-1.01
17-07-2025,Santos,Flamengo,1,0,1.02,0.45,26%,74%,8,10,4,5,3,1,3,8,77%,90%,0.53,0.53,2,3,2,2,4,4,4,6,0,0,11,24,0,0,1,0,15,16,29%,53%,61%,82%,22%,11%,0.32,1.10,17,26,16,15,50%,87%,46,47,35,9,11,5,0,1,0,0,0.53,0.53,0.53,-0.47
16-07-2025,Ceara,Corinthians,0,1,0.50,0.94,45%,55%,16,5,2,2,0,1,7,3,81%,82%,0.08,1.01,8,3,6,0,8,2,8,3,0,0,22,9,0,0,2,1,13,16,43%,53%,67%,71%,23%,8%,0.59,0.28,26,15,16,13,100%,76%,39,47,15,29,11,7,0,0,0,0,1.01,0.08,0.01,0.08
16-07-2025,Palmeiras,Mirassol,1,1,0.71,0.78,52%,48%,16,3,3,1,0,1,7,3,84%,84%,0.76,0.79,8,0,5,2,5,3,11,0,0,0,27,13,1,0,2,2,17,13,44%,55%,76%,75%,24%,27%,0.87,0.70,22,26,13,17,67%,77%,54,46,18,30,10,4,0,1,0,0,0.79,0.76,-0.21,-0.24
15-07-2025,Juventude,Sport Recife,2,0,0.31,1.20,38%,62%,6,21,3,5,0,0,1,8,79%,89%,0.31,1.03,3,7,0,9,2,11,4,10,0,1,10,32,0,0,2,2,15,17,44%,64%,61%,84%,25%,21%,0.13,0.75,21,15,17,15,70%,63%,58,55,22,14,10,4,1,0,0,1,1.03,0.31,1.03,-1.69
14-07-2025,Cruzeiro,Gremio,4,1,2.44,0.72,46%,54%,17,11,9,2,5,2,6,3,83%,84%,4.14,1.17,5,7,3,2,11,6,6,5,0,0,22,11,1,0,1,1,10,14,45%,54%,72%,72%,27%,41%,1.43,0.55,19,16,14,10,67%,50%,38,42,17,19,8,7,0,0,0,0,1.17,4.14,0.17,0.14
14-07-2025,Fortaleza,Ceara,0,1,0.55,2.01,60%,40%,13,14,0,3,0,3,3,5,77%,65%,0.00,1.90,5,8,8,3,7,8,6,6,0,0,16,21,0,1,5,4,13,12,42%,37%,64%,52%,22%,17%,0.38,0.72,22,27,12,13,76%,60%,53,39,25,36,12,6,0,1,1,0,1.90,0.00,0.29,0.00
13-07-2025,Corinthians,RB Bragantino,1,2,2.03,1.87,62%,38%,13,9,8,4,3,5,10,2,85%,79%,2.98,2.12,3,3,2,2,10,6,3,3,1,1,25,17,0,0,3,0,16,18,66%,31%,72%,73%,20%,40%,2.12,0.62,19,19,18,16,76%,53%,59,51,11,35,3,11,1,0,0,0,2.12,2.98,-0.10,1.98
13-07-2025,Bahia,Atletico-MG,2,1,0.56,0.31,47%,53%,18,10,5,2,0,0,4,7,79%,82%,0.41,0.20,9,4,4,4,7,3,11,7,0,0,19,16,0,1,0,0,11,12,44%,36%,74%,75%,43%,19%,0.51,0.34,23,20,12,11,61%,47%,51,67,22,29,4,8,0,0,0,0,0.20,0.41,-0.80,-1.06
12-07-2025,Vasco,Botafogo RJ,0,2,0.47,3.50,66%,34%,11,21,5,6,1,6,5,3,91%,85%,0.20,3.56,3,10,3,5,4,13,7,8,0,0,20,29,0,0,0,1,14,12,56%,50%,76%,76%,20%,44%,0.31,2.42,14,16,12,14,57%,53%,40,44,11,27,4,8,1,1,0,0,3.56,0.20,1.56,0.20
12-07-2025,Flamengo,Sao Paulo,2,0,1.07,0.22,60%,40%,22,6,10,0,1,0,7,1,86%,84%,2.37,0.00,4,3,8,3,9,4,8,1,1,0,34,9,0,0,0,2,6,9,42%,55%,78%,62%,29%,29%,0.84,0.27,19,11,12,9,50%,56%,35,31,7,27,6,7,1,1,0,0,0.00,2.37,0.00,-0.62
12-07-2025,Internacional,Vitoria,1,0,1.68,0.88,64%,36%,20,11,3,4,3,1,2,5,88%,81%,0.80,0.50,9,4,8,3,12,8,8,3,0,0,32,15,0,0,2,1,14,15,61%,47%,76%,70%,23%,29%,2.02,0.27,25,15,15,14,58%,71%,56,49,20,40,0,13,2,0,0,0,0.50,0.80,0.50,-0.20
13-06-2025,Atletico-MG,Internacional,2,0,0.88,0.47,53%,47%,13,10,4,2,1,1,6,5,81%,77%,0.39,0.37,6,6,3,2,6,8,7,2,1,2,15,17,3,0,5,0,14,18,56%,39%,69%,60%,13%,52%,0.92,0.84,22,17,18,14,89%,86%,46,45,27,20,13,15,0,1,0,0,0.37,0.39,0.37,-0.61
13-06-2025,Sao Paulo,Vasco,1,3,0.35,1.81,51%,49%,11,14,3,9,0,3,4,3,85%,84%,0.06,3.25,5,4,3,1,4,8,7,6,0,0,14,18,0,0,0,1,17,18,45%,53%,73%,68%,16%,13%,0.74,0.76,24,17,18,17,70%,61%,60,62,16,30,9,11,0,0,0,0,3.25,0.06,0.25,-0.64
13-06-2025,Gremio,Corinthians,1,1,1.17,0.56,41%,59%,16,12,6,3,2,0,4,6,80%,87%,1.43,0.92,4,5,6,4,8,8,8,4,1,1,22,20,0,0,1,3,12,13,47%,47%,63%,75%,41%,23%,0.49,0.41,14,21,13,12,82%,71%,56,41,27,13,6,7,0,0,0,0,0.92,1.43,-0.08,0.41
12-06-2025,Fortaleza,Santos,2,3,2.90,0.75,57%,43%,32,9,10,4,4,2,15,0,83%,75%,2.35,1.79,10,4,12,1,19,4,13,4,1,1,37,14,0,1,5,2,17,16,48%,28%,77%,68%,28%,33%,1.05,0.63,29,17,16,17,69%,58%,53,55,8,37,4,7,1,1,0,0,1.79,2.35,-0.21,0.20
12-06-2025,RB Bragantino,Bahia,0,3,0.27,2.16,33%,67%,9,14,2,5,0,3,4,1,83%,94%,0.39,1.83,6,7,1,2,2,10,7,4,0,0,6,38,0,0,1,0,11,3,59%,67%,61%,91%,8%,25%,0.20,2.32,16,13,3,11,86%,60%,26,27,14,21,9,10,0,1,0,0,1.83,0.39,-0.17,0.39
12-06-2025,Vitoria,Cruzeiro,0,0,0.66,0.65,52%,48%,9,18,2,2,1,0,9,4,58%,59%,0.14,0.23,4,10,3,6,6,8,3,10,0,2,20,15,0,0,4,4,18,16,34%,35%,50%,48%,19%,21%,1.36,0.40,30,31,16,18,55%,73%,68,75,42,62,6,8,0,0,0,0,0.23,0.14,0.23,0.11
05-06-2025,Botafogo RJ,Ceara,3,2,2.62,0.53,58%,42%,16,9,10,3,4,1,6,0,89%,85%,2.92,0.89,4,4,2,2,11,4,5,5,1,0,24,9,0,0,2,3,11,12,63%,48%,75%,69%,22%,25%,0.63,0.44,21,16,12,11,71%,86%,39,43,16,23,8,2,0,0,0,1,0.89,2.92,-1.11,-0.08
02-06-2025,Internacional,Fluminense,0,2,0.61,0.62,50%,50%,15,8,4,3,2,1,9,1,85%,83%,0.33,0.92,4,4,7,1,7,4,8,4,0,0,24,8,1,1,1,1,10,13,49%,45%,72%,66%,18%,17%,1.06,0.51,24,23,13,10,67%,81%,47,54,14,39,12,8,0,0,1,0,0.92,0.33,-1.08,0.33
01-06-2025,Cruzeiro,Palmeiras,2,1,1.24,0.68,36%,64%,14,18,3,5,2,0,5,13,75%,85%,1.81,0.74,8,5,3,8,7,8,7,10,0,0,15,24,0,0,2,0,13,17,48%,71%,77%,76%,29%,25%,0.47,0.65,18,28,17,13,82%,56%,48,53,35,11,10,7,0,0,0,0,0.74,1.81,-0.26,-0.19
01-06-2025,Ceara,Atletico-MG,0,1,0.75,0.47,46%,54%,14,8,3,4,0,1,8,8,77%,79%,0.48,0.55,8,3,3,1,8,4,6,4,1,1,23,10,0,0,3,3,16,15,45%,36%,58%,62%,21%,15%,0.77,0.53,18,12,15,16,58%,47%,56,59,20,36,6,9,0,0,0,0,0.55,0.48,-0.45,0.48
01-06-2025,Corinthians,Vitoria,0,0,1.05,0.39,71%,29%,13,6,3,2,4,1,8,3,90%,72%,0.62,0.44,6,3,4,1,8,2,5,4,1,0,19,5,1,0,5,2,16,8,60%,25%,77%,51%,16%,8%,0.76,0.13,29,17,8,16,67%,78%,40,40,19,29,8,11,0,0,0,0,0.44,0.62,0.44,0.59
01-06-2025,Flamengo,Fortaleza,5,0,2.43,0.38,65%,35%,16,11,13,3,4,0,2,4,91%,84%,4.14,0.45,3,4,0,4,13,4,3,7,0,0,30,9,4,0,2,2,11,10,70%,51%,73%,73%,30%,29%,1.61,0.70,16,12,10,11,72%,67%,43,43,18,18,5,4,0,0,0,1,0.45,4.14,0.45,-0.86
01-06-2025,Juventude,Gremio,0,2,0.52,2.65,56%,44%,14,18,5,9,1,4,5,7,84%,78%,0.46,4.13,4,8,5,1,5,13,9,5,0,1,19,31,0,0,4,0,15,11,55%,37%,70%,65%,14%,43%,0.82,1.61,34,24,11,15,71%,60%,54,69,23,38,6,8,0,0,0,0,4.13,0.46,2.13,0.46
01-06-2025,Santos,Botafogo RJ,0,1,1.03,0.55,36%,64%,17,12,4,3,1,0,5,4,84%,87%,0.84,0.36,9,3,4,6,12,5,5,7,0,0,22,21,0,0,0,1,16,13,44%,54%,74%,81%,14%,40%,0.54,0.75,14,16,13,16,63%,57%,50,49,23,27,7,5,0,0,0,0,0.36,0.84,-0.64,0.84
01-06-2025,Mirassol,Sport Recife,1,0,1.06,0.61,49%,51%,12,10,4,4,1,1,2,7,82%,83%,1.02,0.43,4,1,4,5,4,4,8,6,0,0,12,18,1,0,1,1,20,10,50%,59%,71%,64%,27%,10%,0.39,0.74,23,27,10,20,60%,45%,57,44,26,24,8,3,0,0,0,0,0.43,1.02,0.43,0.02
01-06-2025,Vasco,RB Bragantino,0,2,1.86,0.52,67%,33%,20,4,4,3,3,1,7,3,92%,79%,1.43,1.65,8,1,8,0,15,3,5,1,1,0,34,12,0,0,1,2,9,13,63%,41%,82%,67%,25%,33%,2.00,0.78,31,15,13,9,90%,77%,35,39,12,33,7,8,0,0,0,0,1.65,1.43,-0.37,1.43
31-05-2025,Bahia,Sao Paulo,2,1,2.34,1.86,59%,41%,13,14,7,4,2,2,5,3,87%,85%,2.85,1.55,2,5,4,5,7,6,6,8,1,0,23,14,0,1,2,2,11,13,39%,39%,79%,69%,25%,46%,0.75,1.09,18,11,13,11,75%,53%,41,45,15,29,9,6,0,1,0,0,1.55,2.85,0.55,0.85
27-05-2025,RB Bragantino,Juventude,1,0,0.82,0.25,48%,52%,12,7,5,2,1,0,6,2,82%,80%,0.60,0.11,4,4,3,1,7,5,5,2,0,1,16,11,0,0,1,0,22,17,53%,54%,55%,64%,42%,25%,0.79,0.35,16,21,17,22,72%,62%,56,47,30,23,5,10,0,1,0,0,0.11,0.60,0.11,-0.40
26-05-2025,Fortaleza,Cruzeiro,0,2,0.96,2.30,49%,51%,10,17,1,8,0,2,6,8,87%,86%,0.24,2.50,4,5,5,4,6,13,4,4,0,0,25,30,0,1,0,2,10,14,55%,48%,73%,71%,15%,13%,0.50,1.05,20,17,14,10,45%,42%,36,45,31,24,8,8,1,1,0,0,2.50,0.24,0.50,0.24
25-05-2025,Vitoria,Santos,0,1,1.13,0.91,58%,42%,19,8,7,2,3,2,5,5,88%,74%,0.67,0.71,8,4,4,2,8,2,11,6,0,1,15,6,0,1,2,1,15,14,57%,42%,84%,67%,21%,23%,0.43,0.66,25,15,14,15,80%,80%,42,45,23,31,6,7,0,0,0,0,0.71,0.67,-0.29,0.67
25-05-2025,Palmeiras,Flamengo,0,2,1.79,1.67,50%,50%,13,7,3,3,3,2,3,3,82%,79%,1.47,1.50,4,1,6,3,9,6,4,1,0,0,24,10,0,0,2,1,18,13,40%,36%,71%,62%,11%,9%,0.43,0.46,25,21,13,18,61%,59%,58,54,13,35,2,6,0,0,0,0,1.50,1.47,-0.50,1.47
25-05-2025,Sport Recife,Internacional,1,1,0.80,1.27,38%,62%,14,17,4,4,2,0,6,4,78%,86%,1.13,0.75,6,8,4,5,9,11,5,6,0,0,25,19,1,0,3,1,10,11,53%,53%,67%,74%,43%,32%,1.14,0.82,25,20,11,10,81%,76%,57,48,29,28,13,8,0,1,0,1,0.75,1.13,-0.25,0.13
25-05-2025,Gremio,Bahia,1,0,1.22,1.13,32%,68%,9,16,2,3,2,3,4,17,77%,89%,0.78,0.25,5,9,2,4,4,8,5,8,0,0,11,33,2,0,2,2,13,10,42%,69%,57%,84%,18%,10%,0.60,0.75,5,12,10,13,50%,41%,60,43,49,13,6,6,1,1,0,0,0.25,0.78,0.25,-0.22
25-05-2025,Atletico-MG,Corinthians,0,0,1.29,0.57,50%,50%,13,6,2,0,1,2,1,1,84%,81%,0.91,0.00,8,6,3,0,6,3,7,3,0,0,13,11,1,1,0,0,18,24,44%,54%,70%,62%,20%,15%,0.41,0.45,20,26,24,18,69%,80%,44,46,16,11,19,10,0,0,0,0,0.00,0.91,0.00,0.91
24-05-2025,Fluminense,Vasco,2,1,1.13,0.66,51%,49%,17,7,5,2,1,2,6,2,86%,88%,1.13,1.03,10,4,2,1,9,4,8,3,0,1,23,5,0,0,0,1,16,11,56%,39%,76%,66%,29%,17%,0.74,0.46,22,17,11,16,73%,45%,52,50,13,44,2,7,1,1,0,0,1.03,1.13,0.03,0.13
24-05-2025,Sao Paulo,Mirassol,0,2,0.50,1.83,51%,49%,13,7,3,3,0,2,5,4,84%,84%,0.72,1.74,2,3,8,1,8,4,5,3,0,0,15,10,0,0,0,1,11,19,54%,42%,75%,65%,20%,7%,0.81,0.14,30,19,19,11,82%,67%,46,56,28,30,5,10,0,1,0,0,1.74,0.72,-0.26,0.72
